sess,cond,freqRange,minLat_ms,maxLat_ms,minPct,maxPct,breathMs
AD,baseline,31,3170,484,60.9615384615385,9.30769230769231,5200
AD,baseline,30,2608,826,50.7590502140911,16.0762942779292,5138
AD,baseline,24,3212,658,67.0004171881519,13.7254901960784,4794
AD,baseline,33,3526,2448,81.8857408267534,56.8509057129587,4306
AD,baseline,33,1958,2440,42.9385964912281,53.5087719298246,4560
AD,baseline,32,3414,1554,77.6261937244202,35.3342428376535,4398
AD,baseline,24,3068,1968,70.5611775528979,45.2621895124195,4348
AD,baseline,29,200,2342,4.12711514651259,48.3285183656624,4846
AD,baseline,33,2268,1972,51.9944979367263,45.2086198991288,4362
AD,baseline,24,2786,994,76.2452107279694,27.2030651340996,3654
AD,baseline,29,2438,868,62.0040691759919,22.0752797558494,3932
AD,baseline,31,310,3000,8.1151832460733,78.5340314136126,3820
AD,baseline,33,1158,2790,29.3908629441624,70.8121827411168,3940
AD,baseline,29,3462,728,77.5190326914465,16.3009404388715,4466
AD,baseline,32,1058,1368,27.2119341563786,35.1851851851852,3888
AD,baseline,33,2916,1554,64.7137150466045,34.4873501997337,4506
AD,baseline,2,1132,872,28.0614774417452,21.6162617749132,4034
AD,baseline,32,3294,348,91.7548746518106,9.69359331476323,3590
AD,baseline,28,1380,3456,36.4886303543099,91.3802221047065,3782
AD,baseline,25,2404,922,62.8990057561486,24.123495552067,3822
AD,baseline,31,1884,2058,45.1798561151079,49.3525179856115,4170
AD,baseline,31,3708,646,81.1023622047244,14.1294838145232,4572
AD,baseline,25,484,3158,13.8523182598741,90.3835145964511,3494
AD,baseline,29,1628,2194,44.2151004888647,59.5871808799565,3682
AD,baseline,29,3622,248,86.983669548511,5.95581171950048,4164
AD,baseline,24,608,2360,13.4931202840657,52.3746116289392,4506
AD,baseline,23,804,2242,18.7412587412587,52.2610722610723,4290
AD,baseline,33,2274,206,60.7371794871795,5.50213675213675,3744
AD,baseline,33,2120,1470,44.7824250105619,31.0519645120406,4734
AD,baseline,26,886,200,46.7299578059072,10.5485232067511,1896
AD,baseline,29,2078,2954,34.7957133288681,49.4641661085064,5972
AD,baseline,27,2646,2054,52.0456333595594,40.4012588512982,5084
AD,baseline,27,2714,1716,75.3888888888889,47.6666666666667,3600
AD,baseline,33,200,3266,4.43262411347518,72.3847517730496,4512
