elementID,suggestedLabel,onsetSec,peakSec,offsetSec,durationSec,peakActivationZ
10,lapping water movement,1918.5,1918.6,1918.8,0.299999999999955,2.4701989770133
2,whitewater decay,1919.7,1919.9,1919.95,0.25,1.71853185801162
1,continuous foamy hiss,1921.8,1921.95,1922.05,0.25,2.40105326464665
7,deep incoming rumble,1927.55,1927.65,1927.75,0.200000000000045,3.58815139890087
7,deep incoming rumble,1927.95,1928.45,1929,1.04999999999995,3.45350907819873
10,lapping water movement,1929.9,1930.2,1930.25,0.349999999999909,1.87936612824421
2,whitewater decay,1930,1930.15,1930.85,0.849999999999909,2.81487249686955
9,deep incoming rumble,1930.4,1930.7,1931.1,0.699999999999818,2.26203721815713
2,whitewater decay,1931.1,1931.25,1931.4,0.300000000000182,3.42574384214481
1,continuous foamy hiss,1931.3,1931.4,1931.7,0.400000000000091,2.93746288897111
2,whitewater decay,1931.75,1932.05,1932.1,0.349999999999909,2.49957028675574
9,deep incoming rumble,1932.4,1932.5,1932.6,0.199999999999818,2.31697981952502
6,broadband crash,1932.65,1932.9,1933.05,0.399999999999864,3.11475712696897
2,whitewater decay,1932.9,1933.25,1933.4,0.5,2.03279847257748
6,broadband crash,1933.45,1933.5,1933.85,0.399999999999864,2.0986542081006
2,whitewater decay,1933.85,1934.2,1934.25,0.400000000000091,2.16985057389141
9,deep incoming rumble,1934.6,1934.65,1935.05,0.450000000000045,1.9088825457195
9,deep incoming rumble,1935.5,1935.95,1936.5,1,2.60409369888381
1,continuous foamy hiss,1937.3,1937.35,1937.5,0.200000000000045,2.40644379649539
8,deep incoming rumble,1940.2,1940.2,1940.4,0.200000000000045,1.63361464347742
3,deep incoming rumble,1941.6,1941.65,1941.95,0.350000000000136,2.06502777951313
1,continuous foamy hiss,1942.3,1942.35,1942.45,0.150000000000091,1.91238652489634
4,lapping water movement,1942.45,1942.6,1942.65,0.200000000000045,1.99553466476453
2,whitewater decay,1942.6,1942.65,1942.8,0.200000000000045,1.97680533281163
3,deep incoming rumble,1942.6,1942.65,1942.85,0.25,1.96665967695385
1,continuous foamy hiss,1942.85,1943,1943.4,0.550000000000182,3.77227035010357
3,deep incoming rumble,1943.2,1943.45,1943.6,0.399999999999864,2.03797422970733
3,deep incoming rumble,1944.1,1944.55,1944.8,0.700000000000045,3.24660531310249
3,deep incoming rumble,1945.95,1946.6,1946.7,0.75,2.39675956360001
5,deep incoming rumble,1949.85,1950,1950,0.150000000000091,1.64449048932809
1,continuous foamy hiss,1952.6,1952.65,1952.9,0.300000000000182,1.83711030329846
2,whitewater decay,1952.75,1953.05,1953.55,0.799999999999955,3.86356004812381
5,deep incoming rumble,1952.85,1952.85,1953.05,0.200000000000045,2.41390705170576
10,lapping water movement,1952.95,1953,1953.25,0.299999999999955,2.41661005286186
7,deep incoming rumble,1953.35,1953.45,1953.5,0.150000000000091,2.77487761117255
2,whitewater decay,1954.15,1954.35,1954.35,0.199999999999818,1.75542830859754
4,lapping water movement,1954.6,1954.65,1954.75,0.150000000000091,2.04707546782793
1,continuous foamy hiss,1956.25,1956.4,1956.5,0.25,2.35942283980813
4,lapping water movement,1957.85,1957.95,1958,0.150000000000091,1.97287370735709
7,deep incoming rumble,1962,1962.05,1962.2,0.200000000000045,3.4756459871482
7,deep incoming rumble,1962.4,1962.9,1963.4,1,3.49837784360917
9,deep incoming rumble,1963.3,1963.4,1963.45,0.150000000000091,1.65664839756316
10,lapping water movement,1964.35,1964.6,1964.7,0.350000000000136,1.91809598371705
2,whitewater decay,1964.45,1964.55,1965.3,0.849999999999909,2.77210525060668
9,deep incoming rumble,1965.05,1965.15,1965.5,0.450000000000045,2.24403905708751
2,whitewater decay,1965.55,1965.7,1965.85,0.299999999999955,3.49162754454986
1,continuous foamy hiss,1965.75,1965.85,1966.15,0.400000000000091,2.93348989718814
2,whitewater decay,1966.2,1966.45,1966.55,0.349999999999909,2.44427967466325
10,lapping water movement,1966.55,1966.6,1966.75,0.200000000000045,1.91055948289657
9,deep incoming rumble,1966.8,1966.95,1967,0.200000000000045,2.29108219874574
7,deep incoming rumble,1967.05,1967.1,1967.4,0.350000000000136,2.34962135822587
6,broadband crash,1967.1,1967.3,1967.45,0.350000000000136,3.05328458351569
2,whitewater decay,1967.35,1967.65,1967.85,0.5,2.0328484052769
6,broadband crash,1967.9,1967.95,1968.25,0.349999999999909,2.1448903894635
2,whitewater decay,1968.3,1968.6,1968.65,0.350000000000136,2.20577837844461
9,deep incoming rumble,1969.3,1969.45,1969.45,0.150000000000091,1.67460347355334
9,deep incoming rumble,1970.3,1970.4,1970.95,0.650000000000091,2.52512109996947
1,continuous foamy hiss,1971.75,1971.8,1971.9,0.150000000000091,2.46424955295296
8,deep incoming rumble,1974.65,1974.65,1974.85,0.199999999999818,1.71563738982146
2,whitewater decay,1977,1977.05,1977.2,0.200000000000045,1.99182521227674
1,continuous foamy hiss,1977.3,1977.45,1977.85,0.549999999999955,3.79528145761816
3,deep incoming rumble,1977.6,1977.9,1977.9,0.300000000000182,1.8930076588769
3,deep incoming rumble,1978.55,1978.65,1978.7,0.150000000000091,2.74986526972671
3,deep incoming rumble,1978.9,1978.95,1979.2,0.299999999999955,3.33893932938657
3,deep incoming rumble,1980.35,1981.05,1981.1,0.75,2.45382293831353
1,continuous foamy hiss,1982.35,1982.45,1982.5,0.150000000000091,2.19864353843005
2,whitewater decay,1986.9,1987.45,1987.95,1.04999999999995,3.92145907990271
1,continuous foamy hiss,1987.05,1987.1,1987.3,0.25,1.83946984781348
5,deep incoming rumble,1987.25,1987.3,1987.5,0.25,2.54885676364804
10,lapping water movement,1987.4,1987.45,1987.65,0.25,2.47857959279605
1,continuous foamy hiss,1987.55,1987.65,1987.7,0.150000000000091,2.04055737005082
2,whitewater decay,1988.55,1988.8,1988.8,0.25,1.64357642550649
4,lapping water movement,1989,1989.1,1989.2,0.200000000000045,2.02904424411245
1,continuous foamy hiss,1990.7,1990.8,1990.95,0.25,2.40866075772738
4,lapping water movement,1992.3,1992.4,1992.45,0.150000000000091,1.93044591042531
7,deep incoming rumble,1996.45,1996.5,1997.85,1.39999999999986,3.59249028384686
10,lapping water movement,1997,1997.05,1997.15,0.150000000000091,1.85647323290208
10,lapping water movement,1998.75,1999.05,1999.1,0.349999999999909,1.90928813564049
2,whitewater decay,1998.85,1999,1999.75,0.900000000000091,2.76726369621543
9,deep incoming rumble,1999.45,1999.55,1999.95,0.5,2.2639392728402
2,whitewater decay,2000,2000.15,2000.3,0.299999999999955,3.47916291755314
1,continuous foamy hiss,2000.15,2000.25,2000.55,0.399999999999864,2.9051745271767
2,whitewater decay,2000.6,2000.9,2000.95,0.350000000000136,2.49112371920114
10,lapping water movement,2001,2001.05,2001.15,0.150000000000091,1.90726476009404
9,deep incoming rumble,2001.25,2001.35,2001.45,0.200000000000045,2.30359769624367
6,broadband crash,2001.55,2001.75,2001.9,0.350000000000136,3.08837095968265
2,whitewater decay,2001.75,2002.1,2002.3,0.549999999999955,2.07213006824712
6,broadband crash,2002.3,2002.4,2002.7,0.400000000000091,2.1127800916104
2,whitewater decay,2002.7,2003.05,2003.1,0.399999999999864,2.20255130444937
9,deep incoming rumble,2003.75,2003.75,2003.9,0.150000000000091,1.72104309983865
9,deep incoming rumble,2004.35,2004.45,2004.5,0.150000000000091,2.39179314595879
9,deep incoming rumble,2004.7,2004.8,2005.3,0.599999999999909,2.57766917804889
1,continuous foamy hiss,2006.15,2006.25,2006.35,0.199999999999818,2.4208237805567
2,whitewater decay,2006.3,2006.65,2006.65,0.350000000000136,1.94732550729973
3,deep incoming rumble,2010.45,2010.5,2010.85,0.399999999999864,2.07156602776995
4,lapping water movement,2011.3,2011.45,2011.5,0.200000000000045,1.98529779160782
2,whitewater decay,2011.45,2011.5,2011.65,0.200000000000045,2.02059998689072
3,deep incoming rumble,2011.45,2011.5,2011.75,0.299999999999955,2.06638519651514
1,continuous foamy hiss,2011.7,2011.9,2012.3,0.599999999999909,3.76639558676625
3,deep incoming rumble,2012.05,2012.3,2012.35,0.299999999999955,1.96779955986235
3,deep incoming rumble,2012.95,2013.4,2013.65,0.700000000000045,3.29812792908003
3,deep incoming rumble,2014.8,2015.15,2015.55,0.75,2.41100600187148
1,continuous foamy hiss,2016.75,2016.85,2016.9,0.150000000000091,2.18783132886599
5,deep incoming rumble,2018.9,2019.1,2019.15,0.25,2.06250898140754
2,whitewater decay,2021.3,2021.9,2022.4,1.10000000000014,3.9099679325115
1,continuous foamy hiss,2021.5,2021.55,2021.75,0.25,1.83103537648888
5,deep incoming rumble,2021.7,2021.75,2021.9,0.200000000000045,2.44099732323988
10,lapping water movement,2021.8,2021.9,2022.1,0.299999999999955,2.45998890325086
2,whitewater decay,2023,2023.2,2023.25,0.25,1.7802783985507
1,continuous foamy hiss,2025.1,2025.25,2025.4,0.300000000000182,2.42645679486605
7,deep incoming rumble,2030.85,2030.95,2031.05,0.200000000000045,3.54894609759029
7,deep incoming rumble,2031.25,2031.75,2032.3,1.04999999999995,3.4785392640728
10,lapping water movement,2033.2,2033.5,2033.55,0.349999999999909,1.86967720554568
2,whitewater decay,2033.3,2033.45,2034.15,0.850000000000136,2.83652684179197
9,deep incoming rumble,2033.9,2034,2034.35,0.449999999999818,2.25882522739264
2,whitewater decay,2034.4,2034.55,2034.7,0.299999999999955,3.45252544687456
1,continuous foamy hiss,2034.6,2034.7,2035,0.400000000000091,2.95605721746499
2,whitewater decay,2035.05,2035.35,2035.4,0.350000000000136,2.45851344694112
9,deep incoming rumble,2035.7,2035.8,2035.9,0.200000000000045,2.31263115291801
6,broadband crash,2035.95,2036.2,2036.35,0.399999999999864,3.07890796523834
2,whitewater decay,2036.2,2036.55,2036.7,0.5,2.03860071135885
6,broadband crash,2036.75,2036.8,2037.15,0.400000000000091,2.08934491852877
2,whitewater decay,2037.15,2037.5,2037.55,0.399999999999864,2.16148166666873
9,deep incoming rumble,2038.15,2038.2,2038.35,0.199999999999818,1.69051332037701
9,deep incoming rumble,2038.8,2038.9,2038.95,0.150000000000091,2.30913393665572
9,deep incoming rumble,2039.15,2039.25,2039.45,0.299999999999955,2.59674634000431
1,continuous foamy hiss,2040.6,2040.65,2040.8,0.200000000000045,2.45137309848927
8,deep incoming rumble,2043.5,2043.5,2043.7,0.200000000000045,1.64917671215839
3,deep incoming rumble,2044.9,2044.95,2045.25,0.349999999999909,2.05263184437219
1,continuous foamy hiss,2045.6,2045.65,2045.75,0.150000000000091,1.91254912632171
4,lapping water movement,2045.75,2045.9,2045.95,0.200000000000045,1.96315996663815
2,whitewater decay,2045.85,2045.9,2046.1,0.25,1.96848427829345
1,continuous foamy hiss,2046.15,2046.3,2046.7,0.549999999999955,3.80816183442454
3,deep incoming rumble,2046.45,2046.75,2046.8,0.349999999999909,2.00580245311825
3,deep incoming rumble,2047.75,2047.85,2048.1,0.349999999999909,3.21710164837509
3,deep incoming rumble,2049.25,2049.9,2050,0.75,2.41772372804051
1,continuous foamy hiss,2051.2,2051.3,2051.35,0.150000000000091,2.22464478885388
5,deep incoming rumble,2053.3,2053.55,2053.6,0.299999999999727,2.17060729934609
8,deep incoming rumble,2054.2,2054.25,2054.55,0.350000000000364,2.45174481777406
2,whitewater decay,2055.5,2055.8,2055.85,0.349999999999909,2.11285821636999
1,continuous foamy hiss,2055.9,2055.95,2056.2,0.299999999999727,1.8637930314628
2,whitewater decay,2056.05,2056.35,2056.85,0.799999999999727,3.79554250477815
5,deep incoming rumble,2056.15,2056.15,2056.35,0.199999999999818,2.4484575797104
10,lapping water movement,2056.25,2056.3,2056.55,0.300000000000182,2.43655644762866
7,deep incoming rumble,2056.65,2056.7,2056.8,0.150000000000091,2.74414543206074
2,whitewater decay,2057.45,2057.65,2057.65,0.200000000000273,1.73536958796823
4,lapping water movement,2057.9,2057.95,2058.05,0.150000000000091,2.06027603159586
1,continuous foamy hiss,2059.55,2059.7,2059.8,0.25,2.34375743071222
4,lapping water movement,2061.15,2061.25,2061.3,0.150000000000091,1.96537627688425
7,deep incoming rumble,2065.3,2065.35,2066.7,1.39999999999964,3.50268981338903
9,deep incoming rumble,2066,2066.1,2066.15,0.150000000000091,1.9248304478423
4,lapping water movement,2067,2067.05,2067.15,0.150000000000091,2.08752933410231
10,lapping water movement,2067.65,2067.9,2068.2,0.549999999999727,1.94498771560606
2,whitewater decay,2067.75,2067.9,2068.6,0.849999999999909,2.88318923030159
9,deep incoming rumble,2068.1,2068.4,2068.8,0.700000000000273,2.25268611707753
2,whitewater decay,2068.85,2069,2069.15,0.300000000000182,3.47748995685788
1,continuous foamy hiss,2069.05,2069.15,2069.45,0.399999999999636,2.90877842407586
2,whitewater decay,2069.5,2069.75,2069.85,0.349999999999909,2.45593588029935
10,lapping water movement,2069.85,2069.9,2070.05,0.200000000000273,1.9053496982305
9,deep incoming rumble,2070.1,2070.2,2070.3,0.200000000000273,2.28546725019087
7,deep incoming rumble,2070.35,2070.4,2070.7,0.349999999999909,2.36327980310908
6,broadband crash,2070.4,2070.6,2070.75,0.349999999999909,3.08240024005864
2,whitewater decay,2070.65,2070.95,2071.15,0.5,2.036021620483
6,broadband crash,2071.15,2071.25,2071.55,0.400000000000091,2.1211950293316
2,whitewater decay,2071.6,2071.9,2071.95,0.349999999999909,2.22211916648628
9,deep incoming rumble,2072.3,2072.35,2072.75,0.449999999999818,1.97893923304154
9,deep incoming rumble,2073.6,2073.65,2074.25,0.650000000000091,2.52064391998895
2,whitewater decay,2075.2,2075.5,2075.55,0.350000000000364,1.95103234260975
3,deep incoming rumble,2079.35,2079.4,2079.7,0.349999999999909,2.01195532124472
4,lapping water movement,2080.2,2080.3,2080.35,0.150000000000091,1.95309487028518
2,whitewater decay,2080.3,2080.35,2080.5,0.199999999999818,1.99787954344659
3,deep incoming rumble,2080.3,2080.35,2080.6,0.299999999999727,2.08129534193267
1,continuous foamy hiss,2080.6,2080.75,2081.15,0.550000000000182,3.81088880944025
3,deep incoming rumble,2080.9,2081.15,2081.2,0.299999999999727,1.88546437702115
3,deep incoming rumble,2081.85,2082.25,2082.5,0.650000000000091,3.34068101999023
3,deep incoming rumble,2083.65,2084.35,2084.4,0.75,2.44632841779529
8,deep incoming rumble,2083.85,2083.95,2084,0.150000000000091,1.88055742346145
1,continuous foamy hiss,2085.65,2085.75,2085.8,0.150000000000091,2.19038370170305
5,deep incoming rumble,2087.75,2088,2088,0.25,2.129561991131
2,whitewater decay,2090.2,2090.75,2091.25,1.05000000000018,3.97258561090232
1,continuous foamy hiss,2090.35,2090.4,2090.6,0.25,1.8414639056516
5,deep incoming rumble,2090.55,2090.6,2090.8,0.25,2.55786306462739
10,lapping water movement,2090.7,2090.75,2090.95,0.25,2.48797282812153
1,continuous foamy hiss,2090.85,2090.9,2091,0.150000000000091,2.04612434523235
2,whitewater decay,2091.85,2092.05,2092.1,0.25,1.64138920878214
4,lapping water movement,2092.3,2092.4,2092.5,0.199999999999818,1.9908525009214
5,deep incoming rumble,2093.1,2093.2,2093.25,0.150000000000091,2.00388519033068
1,continuous foamy hiss,2093.95,2094.1,2094.25,0.300000000000182,2.39153677616398
4,lapping water movement,2095.6,2095.7,2095.75,0.150000000000091,1.92998473144202
7,deep incoming rumble,2099.75,2099.8,2101.15,1.40000000000009,3.61347396651748
10,lapping water movement,2102.05,2102.35,2102.65,0.599999999999909,1.89640585855586
2,whitewater decay,2102.15,2102.3,2102.7,0.549999999999727,2.83522958454299
9,deep incoming rumble,2102.55,2102.85,2103.25,0.699999999999818,2.26399941141481
2,whitewater decay,2102.9,2102.9,2103.05,0.150000000000091,1.62779624310848
2,whitewater decay,2103.3,2103.45,2103.55,0.25,3.44283382526533
1,continuous foamy hiss,2103.45,2103.55,2103.85,0.400000000000091,2.92843447736783
2,whitewater decay,2103.9,2104.2,2104.25,0.349999999999909,2.52340827088263
9,deep incoming rumble,2104.55,2104.65,2104.75,0.199999999999818,2.31079819462242
6,broadband crash,2104.85,2105.05,2105.2,0.349999999999909,3.10660140157535
2,whitewater decay,2105.05,2105.4,2105.6,0.549999999999727,2.06258177223747
6,broadband crash,2105.6,2105.7,2106,0.400000000000091,2.11564839292531
2,whitewater decay,2106,2106.35,2106.4,0.400000000000091,2.19391341194127
9,deep incoming rumble,2107.65,2108.1,2108.6,0.949999999999818,2.5909268147191
1,continuous foamy hiss,2109.45,2109.55,2109.65,0.200000000000273,2.43727001912528
3,deep incoming rumble,2113.75,2113.8,2114.15,0.400000000000091,2.07292764654392
1,continuous foamy hiss,2114.45,2114.55,2114.6,0.150000000000091,1.93079865050531
4,lapping water movement,2114.6,2114.75,2114.8,0.200000000000273,1.97925650922583
2,whitewater decay,2114.75,2114.8,2114.95,0.199999999999818,2.02474621599786
3,deep incoming rumble,2114.75,2114.8,2115,0.25,2.03194987911197
1,continuous foamy hiss,2115,2115.15,2115.55,0.550000000000182,3.73151743727104
3,deep incoming rumble,2115.35,2115.6,2115.75,0.400000000000091,1.97514992493713
3,deep incoming rumble,2116,2116.7,2116.95,0.949999999999818,3.29002825978856
3,deep incoming rumble,2118.1,2118.45,2118.85,0.75,2.38790343108621
5,deep incoming rumble,2122,2122.2,2122.2,0.199999999999818,1.55291298414292
2,whitewater decay,2124.35,2124.65,2124.7,0.349999999999909,2.11186443925855
1,continuous foamy hiss,2124.8,2124.85,2125.05,0.25,1.80922419029521
2,whitewater decay,2124.9,2125.2,2125.7,0.799999999999727,3.93598088634336
5,deep incoming rumble,2125,2125.05,2125.2,0.199999999999818,2.37353643338065
10,lapping water movement,2125.1,2125.2,2125.4,0.300000000000182,2.44060775241571
2,whitewater decay,2126.3,2126.5,2126.5,0.199999999999818,1.768194809785
4,lapping water movement,2126.75,2126.8,2126.9,0.150000000000091,2.04249828497762
1,continuous foamy hiss,2128.4,2128.55,2128.65,0.25,2.4206092259817
4,lapping water movement,2130,2130.1,2130.15,0.150000000000091,1.96636276287981
7,deep incoming rumble,2134.15,2134.25,2134.35,0.199999999999818,3.5029345335487
7,deep incoming rumble,2134.55,2135.05,2135.6,1.04999999999973,3.49489729005309
10,lapping water movement,2134.75,2134.8,2134.9,0.150000000000091,1.86625399855099
4,lapping water movement,2135.85,2135.95,2136,0.150000000000091,2.05598221767467
10,lapping water movement,2136.5,2136.75,2136.85,0.349999999999909,1.86828389033851
2,whitewater decay,2136.6,2136.75,2137.45,0.849999999999909,2.78783409963938
9,deep incoming rumble,2137,2137.3,2137.65,0.650000000000091,2.25684498824569
2,whitewater decay,2137.7,2137.85,2138,0.300000000000182,3.49237744141193
1,continuous foamy hiss,2137.9,2138,2138.3,0.400000000000091,2.96826642800732
2,whitewater decay,2138.35,2138.6,2138.7,0.349999999999909,2.46208351628725
10,lapping water movement,2138.7,2138.75,2138.9,0.200000000000273,1.92245747031782
9,deep incoming rumble,2139,2139.1,2139.15,0.150000000000091,2.30755106632803
6,broadband crash,2139.25,2139.5,2139.65,0.400000000000091,3.06231939340589
7,deep incoming rumble,2139.25,2139.25,2139.55,0.300000000000182,2.22517659416108
2,whitewater decay,2139.5,2139.85,2140.2,0.699999999999818,2.03529472007989
6,broadband crash,2140.05,2140.1,2140.45,0.399999999999636,2.09427007417725
2,whitewater decay,2140.45,2140.75,2140.85,0.400000000000091,2.14679629233338
9,deep incoming rumble,2141.15,2141.2,2141.65,0.5,1.91824762172427
9,deep incoming rumble,2142.1,2142.55,2143.1,1,2.58086048315513
1,continuous foamy hiss,2143.9,2143.95,2144.1,0.199999999999818,2.4877959463172
2,whitewater decay,2144.05,2144.35,2144.4,0.349999999999909,1.9039344536372
8,deep incoming rumble,2146.8,2146.8,2147,0.199999999999818,1.67114750693522
3,deep incoming rumble,2148.2,2148.25,2148.55,0.350000000000364,2.04169842171632
1,continuous foamy hiss,2148.9,2148.95,2149.05,0.150000000000091,1.93983406803027
4,lapping water movement,2149.05,2149.2,2149.25,0.199999999999818,1.97079640227922
2,whitewater decay,2149.15,2149.2,2149.4,0.25,1.96937150566878
3,deep incoming rumble,2149.15,2149.25,2149.45,0.299999999999727,1.92789845160629
1,continuous foamy hiss,2149.45,2149.6,2150,0.550000000000182,3.79958380528195
3,deep incoming rumble,2149.75,2150.05,2150.1,0.349999999999909,1.96409834234122
3,deep incoming rumble,2150.7,2150.8,2150.85,0.150000000000091,2.76242177251722
3,deep incoming rumble,2151.05,2151.1,2151.35,0.299999999999727,3.27514933636802
3,deep incoming rumble,2152.55,2153.2,2153.3,0.75,2.43597868145904
1,continuous foamy hiss,2154.5,2154.6,2154.65,0.150000000000091,2.21236365610306
2,whitewater decay,2159.05,2159.6,2160.15,1.09999999999991,3.81074810015128
1,continuous foamy hiss,2159.2,2159.25,2159.5,0.300000000000182,1.85244123540767
5,deep incoming rumble,2159.45,2159.45,2159.65,0.200000000000273,2.48204177367397
10,lapping water movement,2159.55,2159.6,2159.85,0.299999999999727,2.45525597194252
2,whitewater decay,2160.5,2160.95,2160.95,0.449999999999818,1.72207553695577
4,lapping water movement,2161.2,2161.25,2161.35,0.150000000000091,2.04238406680529
1,continuous foamy hiss,2162.65,2162.95,2163.1,0.449999999999818,2.36116610556109
4,lapping water movement,2164.45,2164.55,2164.6,0.150000000000091,1.95750461503592
7,deep incoming rumble,2168.6,2168.65,2170,1.40000000000009,3.5255963163964
10,lapping water movement,2170.9,2171.2,2171.5,0.599999999999909,1.94697767333317
2,whitewater decay,2171,2171.15,2171.9,0.900000000000091,2.7923441024761
9,deep incoming rumble,2171.65,2171.7,2172.1,0.449999999999818,2.25669186825045
2,whitewater decay,2172.15,2172.3,2172.45,0.299999999999727,3.47922480380752
1,continuous foamy hiss,2172.35,2172.45,2172.75,0.400000000000091,2.91953049326241
2,whitewater decay,2172.8,2173.05,2173.15,0.349999999999909,2.46844433211029
10,lapping water movement,2173.15,2173.2,2173.35,0.199999999999818,1.90688104068862
9,deep incoming rumble,2173.4,2173.5,2173.6,0.199999999999818,2.29239944661169
7,deep incoming rumble,2173.65,2173.7,2174,0.349999999999909,2.34885259524635
6,broadband crash,2173.7,2173.9,2174.05,0.350000000000364,3.08575739835696
2,whitewater decay,2173.9,2174.25,2174.45,0.549999999999727,2.0442277885878
6,broadband crash,2174.45,2174.55,2174.85,0.400000000000091,2.10716477963534
2,whitewater decay,2174.85,2175.2,2175.25,0.400000000000091,2.22700821124676
9,deep incoming rumble,2175.9,2175.9,2176.05,0.150000000000091,1.6984115056291
9,deep incoming rumble,2176.55,2176.95,2177.55,1,2.53457305145413
1,continuous foamy hiss,2178.35,2178.4,2178.5,0.150000000000091,2.4537465737414
2,whitewater decay,2178.5,2178.8,2178.85,0.349999999999909,1.94859318739421
4,lapping water movement,2183.45,2183.6,2183.65,0.200000000000273,1.96877058476467
2,whitewater decay,2183.6,2183.65,2183.8,0.200000000000273,2.00855455560501
1,continuous foamy hiss,2183.9,2184.05,2184.45,0.549999999999727,3.79006767583114
6,broadband crash,2184.15,2184.25,2184.3,0.150000000000091,1.91953222973483
3,deep incoming rumble,2184.2,2184.45,2184.5,0.300000000000182,1.93387057498672
3,deep incoming rumble,2185.15,2185.55,2185.8,0.650000000000091,3.33283913661024
3,deep incoming rumble,2186.95,2187.65,2187.7,0.75,2.42180963302651
8,deep incoming rumble,2187.15,2187.25,2187.3,0.150000000000091,1.88788506377429
1,continuous foamy hiss,2188.95,2189,2189.1,0.150000000000091,2.17284660735243
5,deep incoming rumble,2191.05,2191.3,2191.3,0.25,2.1044093530483
2,whitewater decay,2193.5,2194.05,2194.55,1.05000000000018,3.90509582491275
1,continuous foamy hiss,2193.65,2193.7,2193.9,0.25,1.82803527672013
5,deep incoming rumble,2193.85,2193.9,2194.05,0.200000000000273,2.54837895102178
10,lapping water movement,2194,2194.05,2194.25,0.25,2.48646414376795
2,whitewater decay,2195.15,2195.35,2195.4,0.25,1.68081970160858
4,lapping water movement,2195.6,2195.7,2195.75,0.150000000000091,1.98916375718536
5,deep incoming rumble,2196.4,2196.5,2196.55,0.150000000000091,2.0068032367786
1,continuous foamy hiss,2197.25,2197.4,2197.55,0.300000000000182,2.39918083604522
4,lapping water movement,2198.9,2199,2199.05,0.150000000000091,1.91872499172162
7,deep incoming rumble,2203,2203.1,2203.2,0.199999999999818,3.62228044248824
7,deep incoming rumble,2203.4,2203.9,2204.45,1.04999999999973,3.40485440085192
10,lapping water movement,2203.6,2203.65,2203.75,0.150000000000091,1.8783930567808
10,lapping water movement,2205.35,2205.65,2205.7,0.349999999999909,1.89603231395837
2,whitewater decay,2205.45,2205.6,2206.3,0.850000000000364,2.83221807510775
9,deep incoming rumble,2206.05,2206.15,2206.55,0.5,2.26186728350145
2,whitewater decay,2206.6,2206.75,2206.85,0.25,3.40227050595767
1,continuous foamy hiss,2206.75,2206.85,2207.15,0.400000000000091,2.92316339807139
2,whitewater decay,2207.2,2207.5,2207.55,0.350000000000364,2.51822481594162
10,lapping water movement,2207.6,2207.6,2207.75,0.150000000000091,1.88808611377393
9,deep incoming rumble,2207.85,2207.95,2208.05,0.200000000000273,2.31198905317253
7,deep incoming rumble,2208.1,2208.15,2208.45,0.349999999999909,2.184544981411
6,broadband crash,2208.15,2208.35,2208.5,0.349999999999909,3.10874573689815
2,whitewater decay,2208.35,2208.7,2208.9,0.550000000000182,2.04520630180139
6,broadband crash,2208.9,2209,2209.3,0.400000000000091,2.10419812471971
2,whitewater decay,2209.3,2209.65,2209.7,0.399999999999636,2.18121236543694
9,deep incoming rumble,2210.3,2210.35,2210.5,0.199999999999818,1.71488669968939
9,deep incoming rumble,2210.95,2211.05,2211.1,0.150000000000091,2.37770944411148
9,deep incoming rumble,2211.3,2211.4,2211.9,0.599999999999909,2.59998691361377
1,continuous foamy hiss,2212.75,2212.85,2212.95,0.199999999999818,2.45181373137986
2,whitewater decay,2212.9,2213.25,2213.25,0.349999999999909,1.91543953918297
3,deep incoming rumble,2217.05,2217.1,2217.45,0.399999999999636,2.07307431219104
1,continuous foamy hiss,2217.75,2217.85,2217.9,0.150000000000091,1.92380535279519
4,lapping water movement,2217.9,2218.05,2218.1,0.199999999999818,1.96791729298712
2,whitewater decay,2218.05,2218.1,2218.25,0.199999999999818,2.0203005551376
3,deep incoming rumble,2218.05,2218.1,2218.3,0.25,1.99171177692188
1,continuous foamy hiss,2218.3,2218.45,2218.85,0.549999999999727,3.74727841800257
3,deep incoming rumble,2218.65,2218.9,2219.05,0.400000000000091,1.99746215005688
3,deep incoming rumble,2219.55,2220,2220.25,0.699999999999818,3.27433006737134
3,deep incoming rumble,2221.4,2221.75,2222.15,0.75,2.3665433041995
1,continuous foamy hiss,2223.35,2223.45,2223.5,0.150000000000091,2.19954013151077
5,deep incoming rumble,2225.3,2225.7,2225.75,0.449999999999818,2.13064636884484
2,whitewater decay,2227.9,2228.5,2229,1.09999999999991,3.90024351883127
1,continuous foamy hiss,2228.1,2228.1,2228.35,0.25,1.82363595424478
5,deep incoming rumble,2228.3,2228.35,2228.5,0.199999999999818,2.33857595008129
10,lapping water movement,2228.4,2228.5,2228.7,0.299999999999727,2.43106878096106
2,whitewater decay,2229.6,2229.8,2229.8,0.200000000000273,1.74972976786522
1,continuous foamy hiss,2231.5,2231.85,2231.95,0.449999999999818,2.39388208505778
7,deep incoming rumble,2237.45,2238.35,2238.9,1.45000000000027,3.50734907855422
9,deep incoming rumble,2238.75,2238.85,2238.9,0.150000000000091,1.67013822565699
4,lapping water movement,2239.15,2239.2,2239.3,0.150000000000091,2.04666989829906
10,lapping water movement,2239.8,2240.05,2240.35,0.549999999999727,1.90387791246394
2,whitewater decay,2239.9,2240.05,2240.75,0.849999999999909,2.73385243146235
9,deep incoming rumble,2240.25,2240.6,2240.95,0.699999999999818,2.25609122354777
2,whitewater decay,2241,2241.15,2241.3,0.300000000000182,3.46820619825932
